abhor,to detest, to despise
abortive,fruitless, useless, failing (not profligate)
intimidate,to overawe
intrepid,brave
introspective,looking into one's own feelings
inundate,to flood
invalidate,to deprive of legal force, to nullify
inveigh,attack verbally
inviolable,safe (from destruction, etc.)
irascible,irritable
irate,angry, incensed
irrelevant,not related to the subject
itinerant,wandering (not nomadic)
jaunty,sprightly, gay
jeopardize,endanger
jostle,to shove hard
jurisdiction,power, range of authority
juxtapose,to place side by side
labyrinth,arrangement of winding passages
laceration,jagged wound
lackluster,dull
laconic,expressing much in few words
landmark,historic, turning point of a period
latent,lying hidden (not remote)
laudable,praiseworthy
lax,careless, negligent
legion,a large number (not myriad)
lethal,deadly
levity,lightness of dispostion
liquidation,disposal of, killing
loath,unwilling, reluctant
loathe,to hate (not detest)
longevity,long duration of life
lugubrious,very sad
lurid,sensational
lush,luxurious, elaborate
maladjusted,poorly adjusted, disturbed
malady,disease
malignant,likely to cause death
malnutrition,faulty or inadequate diet
mammoth,huge
mandate,an authoritative order or command
manifold,complex, many
masticate,to chew up
mastiff,large dog
materialism,attention to worldly things and neglect of spiritual needs
matron,an older married woman
maudlin,sentimental
megalomania,abnormal desire for wealth and power
mendacious,lying, untrue
metamorphosis,change
meticulous,careful
modify,to change
monolithic,massively solid
mortality,death
mundane,worldly
murky,dark, obscure
myriad,countless number
nebulous,unclear, vague
nefarious,villainous, vicious
nettle,irritate
neurotic,suffering from a nervous disorder
neutralize,to counteract
nirvana,freedom from care and pain, Buddhist heaven
nomadic,wandering
nominal,slight
nostalgia,yearning for the past
nuance,slight variation in meaning, tone, etc.
nurture,to nourish, support
obliterate,erase, wipe out (not expunge)
obsequious,seeking favor, fawning
obsess,to haunt, preoccupy
obsolescence,process of wearing out
obviate,do away with, eliminate (not abrogate)
octogenarian,person in his or her eighties
ominous,threatening
omnivorous,eating any kind of food
opulence,wealth, riches
originate,begin, arise
ostentatious,showy
oust,to drive out, eject
overt,open
palliate,alleviate, relieve without curing
paradox,a statement that at first seems to be absurd or self-contradictory but which may in fact turn out to be true
paragon,model of excellence
paroxysm,a fit, sudden outburst
parsimonious,miserly
paucity,scarcity
pecuniary,financial
pedagogue,teacher
penance,atonement for sin
perceive,to understand, know, become aware of
peregrination,travel
perfunctory,done without care, superficial
permeate,to spread through
pernicious,harmful, causing injury
perpetrate,commit
perpetuate,to cause to continue
persevere,persist
perspicacious,acutely perceptive, shrewd
pertinent,to the point
peruse,to read carefully
perverse,contrary, persisting in error
pesky,annoying (not vexatious)
phenomenon,unusual occurrence
phlegmatic,calm, hard to rouse to action
placard,poster
plethora,excess
plight,predicament, dangerous situation
poignant,moving, painful to the feelings
ponder,to consider carefully
potential,possible (adj.) (not feasible)
precipitate,hasten
preclude,prevent
precocious,reaching maturity early
prelude,introduction
premise,grounds for a conclusion
premonition,forewarning
prestigious,illustrious
pretext,an excuse
privation,lack of necessities
profligate,wasteful
progeny,descendants
prognosticate,to predict or foretell a future event
prohibition,the act of forbidding certain behavior
prolific,producing abundantly
promulgate,to make known officially
propitious,favorable
pugnacious,quarrelsome
puissant,powerful
puny,weak, unimportant
quell,put an end to (not terminate)
quip,joke
rampant,going unchecked, widespread
rash,too hasty, reckless
raze,destroy
realm,special field of something or someone; kingdom
recant,withdraw previous statements
recoil,draw back
recondite,secret, hidden, obscure (not covert)
redolent,fragrant
relegate,assign to an inferior position
remote,distant, hidden away
remuneration,reward, pay
replete,completely filled or supplied with
repose,state of rest
reprehensible,worthy of blame
repress,to put down
reprimand,to show sharp disapproval
repudiate,to reject, decline
repulse,drive back
resourceful,able to meet any situation
respite,an interval of relief, delay
restrictive,harsh, confining
reticent,silent
reverberating,reechoing, resounding
revert,return
reviled,scolded
rife,widespread (not rampant)
romp,to move in a lively manner
rudimentary,elementary
rue,regret
sage,wise man, philosopher
salient,outstanding, prominent
sally,suddenly rush forth (not surge)
salvation,deliverance from ruin
sanctuary,shelter
sanguine,optimistic
saturate,soak, fill up completely
schism,split
scion,child, descendant
scoff,to sneer at
scrutinize,examine closely
scurrilous,coarse
scurry,run hastily
sedentary,largely inactive, accustomed to sitting
senile,infirm, weak from old age
sinecure,soft job
singular,extraordinary
sinister,evil, ominous
skirmish,small fight, brief encounter (not fray)
solace,easing of grief
solicit,to beg, seek earnestly
sordid,dirty, base
spew,throw up, vomit, eject
spontaneous,without preparation, unrehearsed
sporadic,occasional
squeamish,easily shocked, over sensitive
steeped,soaked, drenched, saturated
stentorian,loud
stereotype,unvarying pattern
stipulate,to specify a condition
strife,discord, disagreement
stymie,to hinder, impede
subjugate,conquer
subterfuge,ruse, trick
subterranean,underground
succumb,to give way, yield
sultry,extremely hot and moist, torrid
sumptuous,lavish
supine,lying on the back
supplication,earnest prayer
surge,to rush suddenly (not sally)
surmise,guess (not conjecture)
surreptitious,stealthy, accomplished by secret
susceptible,easily affected, unusually liable
symptomatic,having to do with signs or symptoms, indicative
taboo,forbidden by custom or religious practice
taint,contamination, undesirable substance that spoils (n.)
tangible,having actual form
technology,branch of knowledge dealing with engineering, applied science, etc.
temerity,foolish boldness
terminate,to end (not quell)
throng,crowd
thwart,to hinder, defeat
timorous,fearful
tinge,a trace, smattering, or slight degree
tolerate,to put up with, to bear
tortuous,winding
tradition,custom that has been handed down
tranquil,quiet
tremulous,quivering
trenchant,keen, incisive
truncated,cut short
turbulent,unruly, agitated
ubiquitous,being everywhere at the same time
ultimate,final
unabated,without subsiding
underwrite,agree to finance
universal,present everywhere (not ubiquitous)
urbane,polished, witty
utopia,place of perfection
valor,courage
veneer,thin covering
venom,poison, spit, malice
vexatious,annoying
viable,practicable, workable
vicissitudes,difficulties
vigilant,watchful
virile,masterful, manly
virtuosity,great technical skill
virulent,full of hate, harmful
voluble,talkative (not gregarious)
voracious,desiring or consuming great quantities
vulnerable,capable of being injured
wan,sickly pale
wrest,take by force
zealous,enthusiastic
